host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price,price_gte_150,price_category
0,1,South Boston Waterfront,42.3493295,-71.04903144,Apartment,Entire home/apt,4,2,2,3,Real Bed,23,1,0,3,3,315,90,flexible,500,1,gte_226
0,1,South Boston Waterfront,42.34316506,-71.0533876,Apartment,Entire home/apt,6,3,3,4,Real Bed,17,6,0,4,8,797,100,strict,600,1,gte_226
0,1,South Boston Waterfront,42.34888223,-71.03953463,Apartment,Entire home/apt,6,2,2,2,Real Bed,15,1,0,1,0,0,,strict,250,1,gte_226
0,1,South Boston Waterfront,42.35119473,-71.04712501,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,1,0,100,strict,169,1,btw_$151-$225
1,1,South Boston Waterfront,42.35090824,-71.0466006,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,0,0,2,5,56,96,strict,295,1,gte_226
1,0,South Boston Waterfront,42.34863982,-71.03766942,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,1,0,1,32,298,99,flexible,214,1,btw_$151-$225
0,1,South Boston Waterfront,42.35291853,-71.04803082,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,0,0,,strict,169,1,btw_$151-$225
0,0,South Boston Waterfront,42.34883037,-71.03845059,Apartment,Entire home/apt,4,2,2,2,Real Bed,18,1,0,1,0,0,,flexible,400,1,gte_226
0,1,South Boston Waterfront,42.33965408,-71.04321253,Apartment,Private room,2,1,1,1,Real Bed,14,1,0,1,105,485,92,strict,145,0,btw_$75-$150
0,1,South Boston Waterfront,42.3519479,-71.04655413,Apartment,Entire home/apt,6,2,3,3,Real Bed,17,1,0,3,0,0,,strict,379,1,gte_226
0,1,South Boston Waterfront,42.35304636,-71.04666422,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,3,0,0,,strict,169,1,btw_$151-$225
0,1,South Boston Waterfront,42.35165088,-71.04582204,Apartment,Entire home/apt,6,2,3,3,Real Bed,14,1,0,3,1,0,100,strict,279,1,gte_226
0,1,South Boston Waterfront,42.35143517,-71.04635493,Apartment,Entire home/apt,6,2,3,2,Real Bed,16,1,0,3,0,0,,strict,279,1,gte_226
0,0,South Boston Waterfront,42.34742378,-71.03920812,Apartment,Entire home/apt,4,2,2,2,Real Bed,17,1,0,1,0,0,,flexible,200,1,btw_$151-$225
0,1,South Boston Waterfront,42.34737349,-71.05029602,Apartment,Private room,2,1,1,1,Real Bed,19,1,0,1,60,826,98,moderate,179,1,btw_$151-$225
0,1,South Boston Waterfront,42.35132519,-71.04639732,Apartment,Entire home/apt,6,2,3,3,Real Bed,18,1,0,3,0,0,,strict,279,1,gte_226
0,1,South Boston Waterfront,42.34849537,-71.04817175,Apartment,Entire home/apt,3,1,1,1,Real Bed,26,1,0,1,19,880,98,moderate,350,1,gte_226
0,1,South Boston Waterfront,42.35018685,-71.0487843,Loft,Entire home/apt,3,1,0,1,Real Bed,20,2,15,3,7,46,100,moderate,185,1,btw_$151-$225
0,1,South Boston Waterfront,42.35138082,-71.04783143,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,3,0,0,,strict,199,1,btw_$151-$225
0,1,South Boston Waterfront,42.35261241,-71.04651822,Apartment,Entire home/apt,3,1,1,2,Real Bed,16,1,0,3,0,0,,moderate,285,1,gte_226
0,1,South Boston Waterfront,42.35235792,-71.04456596,Apartment,Private room,4,1,1,5,Real Bed,24,1,0,2,1,0,100,flexible,179,1,btw_$151-$225
0,1,South Boston Waterfront,42.35130499,-71.04765233,Apartment,Entire home/apt,6,2,3,3,Real Bed,16,1,0,3,0,0,,strict,279,1,gte_226
0,1,South Boston Waterfront,42.35093487,-71.04836753,Condominium,Entire home/apt,4,2,2,2,Real Bed,19,2,25,2,12,385,98,strict,390,1,gte_226
0,0,South Boston Waterfront,42.33885181,-71.04538244,Condominium,Entire home/apt,5,2,2,2,Real Bed,19,1,0,1,3,116,100,flexible,200,1,btw_$151-$225
1,1,South Boston Waterfront,42.34718667,-71.04107052,Apartment,Private room,2,2,1,2,Real Bed,13,1,0,1,74,455,97,moderate,150,1,btw_$75-$150
0,1,South Boston Waterfront,42.34839829,-71.03888688,Apartment,Entire home/apt,4,1,1,1,Real Bed,21,1,0,1,4,95,75,strict,150,1,btw_$75-$150
0,1,South Boston Waterfront,42.34874335,-71.03915072,Apartment,Entire home/apt,4,1,1,2,Real Bed,25,1,0,1,3,109,90,strict,200,1,btw_$151-$225
0,0,South Boston Waterfront,42.34726159,-71.03895153,Apartment,Private room,2,1,1,1,Real Bed,14,1,0,2,14,275,93,flexible,125,0,btw_$75-$150
0,1,South Boston Waterfront,42.34915842,-71.05006484,Apartment,Entire home/apt,5,2,2,3,Real Bed,22,2,35,2,10,172,88,moderate,361,1,gte_226
0,0,South Boston Waterfront,42.34541396,-71.04285916,Apartment,Private room,2,1,1,1,Real Bed,15,1,0,1,0,0,,flexible,500,1,gte_226
1,0,South Boston Waterfront,42.34299782,-71.05229787,Apartment,Entire home/apt,4,1,1,1,Real Bed,22,2,25,3,15,393,88,strict,249,1,gte_226
0,0,South Boston Waterfront,42.34017314,-71.04762982,House,Private room,2,1,1,1,Real Bed,13,1,5,1,35,189,87,moderate,115,0,btw_$75-$150
0,1,South Boston Waterfront,42.34360257,-71.04289056,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,1,0,1,17,300,99,moderate,180,1,btw_$151-$225
0,1,South Boston Waterfront,42.35264455,-71.04570061,Apartment,Entire home/apt,6,2,3,4,Real Bed,21,1,0,3,1,0,100,moderate,506,1,gte_226
0,0,South Boston Waterfront,42.35166473,-71.04800299,Apartment,Entire home/apt,6,1,2,2,Real Bed,20,1,0,2,33,133,95,strict,250,1,gte_226
0,1,South Boston Waterfront,42.35335623,-71.04782901,Apartment,Entire home/apt,3,1,1,2,Real Bed,21,1,0,3,4,149,80,moderate,285,1,gte_226
0,1,South Boston Waterfront,42.35150422,-71.04568942,Apartment,Entire home/apt,2,1,0,1,Real Bed,20,1,0,2,17,89,96,strict,190,1,btw_$151-$225
0,1,South Boston Waterfront,42.34972481,-71.04755443,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,1,0,1,7,31,100,strict,249,1,gte_226
0,1,South Boston Waterfront,42.34844285,-71.03707218,Apartment,Entire home/apt,5,2,2,3,Real Bed,21,1,0,3,3,153,100,moderate,603,1,gte_226
0,1,South Boston Waterfront,42.3496183,-71.04944795,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,4,25,2,21,428,96,moderate,400,1,gte_226
0,1,South Boston Waterfront,42.35140332,-71.04650401,Apartment,Entire home/apt,5,2,2,3,Real Bed,21,1,0,3,3,62,93,moderate,402,1,gte_226
0,1,South Boston Waterfront,42.34738282,-71.03855592,Apartment,Entire home/apt,4,1,1,1,Pull-out Sofa,22,1,0,1,0,0,,strict,249,1,gte_226
0,1,South Boston Waterfront,42.35141569,-71.0458452,Apartment,Entire home/apt,6,2,3,4,Real Bed,20,1,0,3,5,131,95,moderate,506,1,gte_226
0,1,South Boston Waterfront,42.34708323,-71.03810334,Apartment,Entire home/apt,4,1,1,1,Real Bed,26,1,0,1,1,0,100,strict,200,1,btw_$151-$225
0,1,South Boston Waterfront,42.34355022,-71.04470069,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,1,30,1,1,0,100,moderate,175,1,btw_$151-$225
0,1,South Boston Waterfront,42.34794425,-71.03815713,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,1,0,1,2,6,80,strict,250,1,gte_226
0,1,South Boston Waterfront,42.34772682,-71.03810845,Apartment,Entire home/apt,4,1,1,2,Real Bed,22,1,0,1,1,0,100,strict,249,1,gte_226
0,1,South Boston Waterfront,42.34741728,-71.03957807,Apartment,Entire home/apt,4,1,1,2,Real Bed,19,1,0,1,4,58,93,strict,250,1,gte_226
0,0,South Boston Waterfront,42.34375885,-71.04466103,Apartment,Entire home/apt,4,1,1,2,Real Bed,20,1,0,2,0,0,,flexible,225,1,btw_$151-$225
0,0,South Boston Waterfront,42.35043114,-71.05093442,Apartment,Entire home/apt,4,1,1,2,Real Bed,19,1,0,1,6,56,100,strict,199,1,btw_$151-$225
0,1,South Boston Waterfront,42.3514069,-71.04737738,Apartment,Entire home/apt,2,1,0,1,Real Bed,19,1,0,2,0,0,,strict,245,1,gte_226
0,1,South Boston Waterfront,42.34768777,-71.03736622,Apartment,Entire home/apt,3,1,0,1,Real Bed,24,1,0,7,6,39,97,strict,199,1,btw_$151-$225
0,1,South Boston Waterfront,42.34330907,-71.05546521,Other,Private room,2,6,1,1,Real Bed,13,1,0,2,6,226,87,strict,220,1,btw_$151-$225
0,1,South Boston Waterfront,42.34765071,-71.03973446,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,0,0,3,8,58,98,moderate,225,1,btw_$151-$225
0,1,South Boston Waterfront,42.34865982,-71.03990624,Apartment,Entire home/apt,4,1,1,2,Real Bed,26,1,0,1,2,107,100,strict,250,1,gte_226
0,1,South Boston,42.33412269,-71.05505482,Apartment,Entire home/apt,5,2,2,2,Real Bed,14,1,0,1,4,124,93,flexible,240,1,gte_226
0,1,South Boston,42.34321886,-71.05714121,Apartment,Entire home/apt,4,1,1,1,Real Bed,13,1,0,2,6,87,93,strict,189,1,btw_$151-$225
0,0,South Boston,42.33107926,-71.05695659,House,Private room,2,1,1,1,Real Bed,8,1,0,5,0,0,,flexible,75,0,lte_$75
0,1,South Boston,42.33498122,-71.03445098,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,1,0,2,14,410,89,moderate,175,1,btw_$151-$225
0,1,South Boston,42.32853396,-71.05385854,Apartment,Private room,3,1,1,1,Real Bed,11,2,25,2,68,346,94,moderate,109,0,btw_$75-$150
0,1,South Boston,42.34052212,-71.05027109,Apartment,Private room,2,1,1,1,Real Bed,20,1,20,1,55,588,98,moderate,119,0,btw_$75-$150
0,1,South Boston,42.33590742,-71.05536568,Apartment,Private room,2,1,1,1,Real Bed,13,1,0,1,24,147,97,flexible,100,0,btw_$75-$150
1,1,South Boston,42.33025092,-71.05624024,Apartment,Private room,2,1,1,1,Real Bed,22,0,0,2,102,588,98,moderate,99,0,btw_$75-$150
0,0,South Boston,42.33084495,-71.05246031,House,Private room,2,1,1,1,Real Bed,13,0,0,2,11,67,98,moderate,65,0,lte_$75
0,0,South Boston,42.32997558,-71.05910153,House,Shared room,2,1,1,1,Real Bed,7,1,50,5,14,228,97,flexible,75,0,lte_$75
0,1,South Boston,42.32375706,-71.05181173,Apartment,Private room,4,1,1,2,Futon,21,1,8,1,38,131,85,moderate,45,0,lte_$75
0,1,South Boston,42.32999459,-71.05172341,House,Private room,2,1,1,1,Real Bed,23,1,20,1,78,472,92,strict,128,0,btw_$75-$150
0,1,South Boston,42.32906353,-71.05335996,House,Private room,2,1,1,1,Real Bed,23,1,20,1,29,447,94,strict,118,0,btw_$75-$150
1,1,South Boston,42.33618019,-71.02781455,Apartment,Private room,2,1,1,1,Real Bed,15,1,35,1,26,427,96,moderate,135,0,btw_$75-$150
0,1,South Boston,42.3404425,-71.05083043,Apartment,Private room,2,1,1,1,Real Bed,16,1,0,1,2,0,100,flexible,125,0,btw_$75-$150
1,1,South Boston,42.33217337,-71.04835899,Apartment,Entire home/apt,7,1,2,5,Real Bed,18,2,40,1,1,0,100,strict,250,1,gte_226
0,0,South Boston,42.32782861,-71.05397737,Condominium,Entire home/apt,5,2,2,2,Real Bed,22,2,50,2,24,489,96,strict,300,1,gte_226
1,1,South Boston,42.33093409,-71.05548828,House,Private room,1,1,1,1,Real Bed,15,1,0,3,32,353,98,moderate,95,0,btw_$75-$150
0,1,South Boston,42.33224719,-71.03865606,Condominium,Entire home/apt,3,1,1,1,Real Bed,15,1,0,2,10,85,100,moderate,189,1,btw_$151-$225
0,0,South Boston,42.33748865,-71.04031451,House,Entire home/apt,4,2,2,2,Real Bed,13,3,25,1,2,45,100,flexible,400,1,gte_226
0,1,South Boston,42.34072765,-71.05025789,Apartment,Private room,2,1,1,1,Real Bed,20,1,20,1,54,564,97,moderate,125,0,btw_$75-$150
0,0,South Boston,42.33704779,-71.03876491,House,Private room,2,1,1,1,Real Bed,16,1,25,1,4,91,80,flexible,99,0,btw_$75-$150
0,1,South Boston,42.33024779,-71.05491185,Condominium,Entire home/apt,4,1,2,2,Real Bed,17,1,0,2,30,309,87,strict,99,0,btw_$75-$150
0,1,South Boston,42.33752003,-71.04209234,House,Private room,2,2,1,1,Real Bed,17,1,20,2,5,75,88,moderate,130,0,btw_$75-$150
1,1,South Boston,42.3341803,-71.04426144,Apartment,Entire home/apt,5,1,2,2,Real Bed,19,3,25,2,57,435,98,strict,250,1,gte_226
0,1,South Boston,42.33580536,-71.04492603,Condominium,Entire home/apt,3,1,1,2,Real Bed,19,1,0,2,20,175,92,flexible,147,0,btw_$75-$150
0,1,South Boston,42.33999108,-71.05088935,Apartment,Entire home/apt,4,2,2,2,Real Bed,16,1,0,1,1,0,,flexible,225,1,btw_$151-$225
0,1,South Boston,42.33897711,-71.0508938,Apartment,Entire home/apt,6,2,3,6,Real Bed,20,3,25,1,2,21,100,strict,299,1,gte_226
0,1,South Boston,42.33240522,-71.05115382,House,Entire home/apt,5,1.5,2,2,Real Bed,20,5,75,4,1,0,100,strict,140,0,btw_$75-$150
0,1,South Boston,42.33716825,-71.05140041,Condominium,Entire home/apt,2,1,1,1,Real Bed,17,2,0,2,8,399,100,moderate,170,1,btw_$151-$225
0,1,South Boston,42.33345441,-71.04789353,Condominium,Entire home/apt,3,1,1,1,Real Bed,14,1,0,1,5,17,96,flexible,180,1,btw_$151-$225
0,1,South Boston,42.33693849,-71.04818784,Apartment,Entire home/apt,4,1,1,2,Real Bed,18,2,30,2,6,269,88,flexible,300,1,gte_226
0,0,South Boston,42.3299553,-71.05758627,Apartment,Entire home/apt,3,1,2,2,Real Bed,16,1,0,1,0,0,,moderate,119,0,btw_$75-$150
0,1,South Boston,42.34039504,-71.05373509,Apartment,Private room,2,1,1,1,Futon,7,1,0,2,47,760,90,flexible,110,0,btw_$75-$150
1,1,South Boston,42.3415262,-71.05559392,Apartment,Shared room,1,1,1,1,Airbed,15,1,0,1,4,29,100,strict,159,1,btw_$151-$225
0,1,South Boston,42.3282538,-71.05703601,Condominium,Private room,1,1,1,1,Real Bed,10,1,0,7,8,688,90,strict,100,0,btw_$75-$150
1,1,South Boston,42.33580249,-71.04408291,Apartment,Entire home/apt,8,2,4,4,Real Bed,19,6,25,3,10,301,98,strict,500,1,gte_226
0,1,South Boston,42.33693676,-71.05070276,House,Entire home/apt,2,1,1,1,Real Bed,18,1,0,3,6,69,90,moderate,190,1,btw_$151-$225
0,0,South Boston,42.3364456,-71.04048657,House,Private room,2,1,1,1,Real Bed,15,1,25,1,8,104,100,moderate,99,0,btw_$75-$150
0,1,South Boston,42.33569469,-71.0512674,House,Private room,2,1.5,1,1,Real Bed,22,1,0,1,95,566,93,moderate,130,0,btw_$75-$150
0,1,South Boston,42.33248367,-71.0494173,Condominium,Private room,2,1,1,1,Real Bed,15,1,20,2,32,260,96,strict,110,0,btw_$75-$150
0,1,South Boston,42.33774837,-71.05145393,House,Private room,2,2.5,1,1,Real Bed,22,1,0,1,88,577,92,moderate,125,0,btw_$75-$150
0,1,South Boston,42.33230939,-71.04335595,Condominium,Entire home/apt,3,1,1,1,Real Bed,21,1,0,2,0,0,,moderate,150,1,btw_$75-$150
0,0,South Boston,42.33677696,-71.03816267,Apartment,Entire home/apt,2,1,1,1,Real Bed,8,1,50,1,10,529,96,moderate,160,1,btw_$151-$225
0,0,South Boston,42.33123962,-71.0417569,Condominium,Entire home/apt,4,2,2,2,Real Bed,21,1,0,1,6,131,93,moderate,250,1,gte_226
0,0,South Boston,42.33567763,-71.04377831,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,13,4,50,1,56,417,95,moderate,250,1,gte_226
0,0,South Boston,42.33512936,-71.05541702,House,Private room,2,1,1,1,Real Bed,15,1,0,1,7,30,97,moderate,126,0,btw_$75-$150
0,0,South Boston,42.33251099,-71.0350824,Apartment,Entire home/apt,1,1,1,1,Real Bed,15,1,0,2,1,0,100,flexible,134,0,btw_$75-$150
0,1,South Boston,42.33078385,-71.0468887,Apartment,Private room,1,1,1,1,Real Bed,17,1,0,1,56,665,93,flexible,105,0,btw_$75-$150
0,1,South Boston,42.3364362,-71.03931172,Apartment,Private room,3,1,1,2,Real Bed,19,2,35,1,96,1149,98,moderate,150,1,btw_$75-$150
0,1,South Boston,42.33147628,-71.04888778,Apartment,Entire home/apt,3,1,2,2,Real Bed,21,1,0,1,7,607,77,flexible,200,1,btw_$151-$225
1,1,South Boston,42.33235823,-71.03139654,Apartment,Entire home/apt,7,1,3,3,Real Bed,16,1,0,1,96,382,97,strict,275,1,gte_226
0,0,South Boston,42.33324331,-71.04199974,House,Entire home/apt,6,2.5,3,3,Real Bed,13,1,0,4,2,1528,70,strict,450,1,gte_226
0,0,South Boston,42.33982737,-71.04960194,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,2,25,1,1,0,100,moderate,150,1,btw_$75-$150
1,1,South Boston,42.33750282,-71.04778102,House,Private room,2,1,1,1,Real Bed,2,1,20,1,58,551,96,moderate,105,0,btw_$75-$150
0,0,South Boston,42.33133863,-71.0569452,House,Private room,2,1,1,1,Real Bed,0,1,45,3,40,475,91,flexible,75,0,lte_$75
0,0,South Boston,42.32998518,-71.05782557,Apartment,Private room,1,1,1,1,Real Bed,6,1,0,1,0,0,,flexible,60,0,lte_$75
0,1,South Boston,42.3429067,-71.05602136,Apartment,Entire home/apt,4,1,1,1,Real Bed,15,1,0,2,16,334,91,strict,143,0,btw_$75-$150
0,1,South Boston,42.33887931,-71.04715368,Townhouse,Private room,2,1.5,1,1,Real Bed,25,1,0,3,8,184,100,strict,130,0,btw_$75-$150
0,0,South Boston,42.33379743,-71.03214357,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,1,0,1,5,51,80,flexible,100,0,btw_$75-$150
0,0,South Boston,42.33245352,-71.03504885,Condominium,Private room,2,2,1,1,Real Bed,18,1,0,1,4,63,80,moderate,120,0,btw_$75-$150
0,1,South Boston,42.33898339,-71.03739947,House,Entire home/apt,10,2,3,7,Real Bed,21,5,15,1,28,168,94,strict,199,1,btw_$151-$225
0,1,South Boston,42.34152494,-71.05592838,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,1,0,3,3,28,93,strict,229,1,gte_226
0,1,South Boston,42.33126133,-71.04614761,Condominium,Shared room,1,1,1,1,Pull-out Sofa,20,1,0,1,48,711,91,strict,89,0,btw_$75-$150
0,0,South Boston,42.33137595,-71.04201159,Condominium,Entire home/apt,4,2,2,2,Real Bed,18,1,0,2,11,86,98,moderate,250,1,gte_226
0,1,South Boston,42.3317907,-71.03818898,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,35,1,7,116,93,strict,175,1,btw_$151-$225
0,1,South Boston,42.33650945,-71.05513581,Apartment,Entire home/apt,4,1,2,2,Real Bed,14,1,0,2,5,21,88,flexible,200,1,btw_$151-$225
1,1,South Boston,42.33501761,-71.05488151,House,Entire home/apt,10,1.5,3,3,Real Bed,22,6,15,1,176,697,97,strict,225,1,btw_$151-$225
0,0,South Boston,42.33796164,-71.03975259,House,Private room,2,1.5,1,1,Real Bed,12,1,25,1,31,149,97,moderate,69,0,lte_$75
1,1,South Boston,42.33585656,-71.04589503,Apartment,Entire home/apt,4,1,2,2,Real Bed,18,3,25,2,47,420,97,strict,245,1,gte_226
0,0,South Boston,42.33812838,-71.02810867,Apartment,Private room,1,1,1,1,Real Bed,16,1,0,1,1,0,100,flexible,85,0,btw_$75-$150
0,0,South Boston,42.33644062,-71.05330122,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,1,0,2,0,0,,flexible,300,1,gte_226
0,1,South Boston,42.32999627,-71.05431806,Condominium,Private room,2,1,1,1,Real Bed,22,1,20,1,14,123,97,strict,128,0,btw_$75-$150
0,1,South Boston,42.33923217,-71.04786861,Condominium,Entire home/apt,6,2,2,2,Real Bed,18,3,49,1,62,350,92,strict,175,1,btw_$151-$225
0,0,South Boston,42.33214299,-71.04048895,Condominium,Private room,2,1,1,1,Real Bed,14,1,0,1,1,0,80,flexible,150,1,btw_$75-$150
0,1,South Boston,42.33533781,-71.05445977,House,Private room,2,1,1,1,Real Bed,16,1,0,2,1,0,100,flexible,98,0,btw_$75-$150
0,0,South Boston,42.33408619,-71.03105301,House,Entire home/apt,6,2,2,2,Real Bed,6,1,0,2,3,11,80,flexible,232,1,gte_226
1,1,South Boston,42.33433822,-71.04482924,Apartment,Entire home/apt,4,1,2,2,Real Bed,18,1,0,3,46,435,97,strict,185,1,btw_$151-$225
0,0,South Boston,42.34152978,-71.05241108,Condominium,Entire home/apt,4,2,2,3,Real Bed,16,1,0,1,0,0,,flexible,159,1,btw_$151-$225
0,1,South Boston,42.33711487,-71.05012861,Condominium,Private room,2,1,1,1,Real Bed,30,1,0,1,1,0,80,moderate,139,0,btw_$75-$150
0,0,South Boston,42.33797084,-71.0388548,House,Entire home/apt,2,2,1,1,Real Bed,17,1,25,1,0,0,,moderate,195,1,btw_$151-$225
0,1,South Boston,42.330523,-71.05759291,Apartment,Private room,3,1,1,2,Real Bed,16,2,10,1,0,0,,flexible,115,0,btw_$75-$150
0,1,South Boston,42.33224602,-71.05213789,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,1,0,2,0,0,,moderate,149,0,btw_$75-$150
0,1,South Boston,42.33142429,-71.03473526,Apartment,Entire home/apt,4,1,2,1,Futon,18,2,25,2,3,14,100,moderate,159,1,btw_$151-$225
0,1,South Boston,42.33409592,-71.02828761,Apartment,Private room,1,1.5,1,1,Real Bed,13,0,0,1,79,835,95,moderate,103,0,btw_$75-$150
0,0,South Boston,42.33799885,-71.03858635,House,Private room,2,1,1,1,Real Bed,18,1,25,1,47,170,96,flexible,69,0,lte_$75
0,1,South Boston,42.34316183,-71.05568055,Apartment,Entire home/apt,4,1,1,1,Real Bed,11,1,0,3,13,309,88,strict,220,1,btw_$151-$225
0,0,South Boston,42.33092984,-71.04146397,Apartment,Entire home/apt,2,2,1,1,Real Bed,17,1,0,1,5,234,100,flexible,135,0,btw_$75-$150
0,1,South Boston,42.33291856,-71.03072386,Condominium,Private room,2,1,1,2,Real Bed,19,1,0,1,0,0,,moderate,90,0,btw_$75-$150
0,0,South Boston,42.3295266,-71.05843789,House,Private room,2,1,1,1,Real Bed,5,1,50,3,38,443,89,moderate,75,0,lte_$75
0,0,South Boston,42.33482118,-71.04921201,Apartment,Private room,1,1,1,1,Real Bed,16,1,0,1,7,86,97,flexible,57,0,lte_$75
0,1,South Boston,42.33160049,-71.03635414,Apartment,Private room,2,1,1,1,Real Bed,10,1,0,1,4,20,100,moderate,90,0,btw_$75-$150
1,1,South Boston,42.33181559,-71.03398667,House,Entire home/apt,7,2.5,4,4,Real Bed,20,1,0,2,14,383,99,moderate,391,1,gte_226
0,0,South Boston,42.33202883,-71.03764391,Condominium,Entire home/apt,4,2,2,2,Real Bed,20,1,0,3,1,0,100,strict,280,1,gte_226
0,1,South Boston,42.33138453,-71.04516439,House,Entire home/apt,5,2,2,3,Real Bed,11,1,0,1,1,0,100,flexible,350,1,gte_226
1,1,South Boston,42.33932353,-71.05150317,Loft,Private room,1,1,1,1,Real Bed,22,1,50,1,24,696,100,strict,150,1,btw_$75-$150
1,1,South Boston,42.33673999,-71.04212153,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,2,0,2,28,456,99,strict,175,1,btw_$151-$225
0,1,South Boston,42.33261327,-71.05485326,Condominium,Entire home/apt,4,1,2,2,Real Bed,18,1,0,1,92,939,85,strict,99,0,btw_$75-$150
0,1,South Boston,42.33477464,-71.04995358,House,Private room,2,1,1,1,Real Bed,21,1,25,1,1,0,100,strict,150,1,btw_$75-$150
0,1,South Boston,42.341792,-71.05273626,Apartment,Entire home/apt,4,2,2,2,Real Bed,21,4,50,1,84,949,95,moderate,250,1,gte_226
0,0,South Boston,42.33962036,-71.05130744,Townhouse,Entire home/apt,14,2,5,8,Real Bed,14,8,15,1,4,72,100,strict,299,1,gte_226
0,0,South Boston,42.33516961,-71.05454874,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,1,0,2,4,10,95,flexible,150,1,btw_$75-$150
0,0,South Boston,42.33528583,-71.03525811,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,1,0,1,0,0,,flexible,200,1,btw_$151-$225
1,1,South Boston,42.33062472,-71.05557967,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,2,15,3,77,402,98,moderate,150,1,btw_$75-$150
0,1,South Boston,42.33614381,-71.03553077,Apartment,Entire home/apt,8,4,4,4,Real Bed,11,1,0,1,88,618,98,moderate,500,1,gte_226
0,1,South Boston,42.32998218,-71.05617128,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,4,25,1,97,413,92,strict,150,1,btw_$75-$150
0,1,South Boston,42.34225207,-71.05711519,Apartment,Entire home/apt,4,1,1,1,Real Bed,13,1,0,2,6,182,100,strict,189,1,btw_$151-$225
0,0,South Boston,42.33504142,-71.04858297,Condominium,Entire home/apt,2,1,0,1,Real Bed,12,1,0,1,1,0,,flexible,140,0,btw_$75-$150
0,1,South Boston,42.34052677,-71.04866215,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,0,0,3,27,515,94,flexible,320,1,gte_226
0,1,South Boston,42.33323136,-71.04932744,Condominium,Private room,3,1,1,1,Real Bed,26,3,25,1,4,103,87,moderate,200,1,btw_$151-$225
0,1,South Boston,42.33535159,-71.04741305,Condominium,Entire home/apt,6,2,2,2,Real Bed,22,5,25,1,1,0,80,strict,500,1,gte_226
0,1,South Boston,42.33424341,-71.02855062,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,1,6,35,100,flexible,145,0,btw_$75-$150
0,1,South Boston,42.33791676,-71.02701324,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,75,1,1,0,100,flexible,140,0,btw_$75-$150
1,1,South Boston,42.33066372,-71.03984208,Apartment,Entire home/apt,6,1,2,3,Real Bed,22,3,25,1,132,1502,96,strict,200,1,btw_$151-$225
0,1,South Boston,42.33675031,-71.04537215,Other,Private room,2,5,1,1,Real Bed,14,1,0,2,0,0,,strict,130,0,btw_$75-$150
0,1,South Boston,42.33302951,-71.05208722,Apartment,Entire home/apt,4,1,1,2,Real Bed,18,2,10,1,2,2,80,flexible,150,1,btw_$75-$150
0,1,South Boston,42.3350557,-71.0407859,Apartment,Entire home/apt,3,1,2,2,Real Bed,19,2,25,1,19,379,93,strict,150,1,btw_$75-$150
1,1,South Boston,42.33746332,-71.04509796,Townhouse,Private room,2,1,1,1,Real Bed,16,1,0,1,100,469,98,moderate,155,1,btw_$151-$225
0,1,South Boston,42.33433586,-71.05025631,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,2,18,112,82,moderate,120,0,btw_$75-$150
0,1,South Boston,42.341527,-71.05715199,Other,Private room,2,6,1,1,Real Bed,10,1,0,2,2,35,90,strict,144,0,btw_$75-$150
0,0,South Boston,42.32940373,-71.05453298,Condominium,Entire home/apt,2,1,1,1,Real Bed,17,1,0,1,1,0,100,flexible,159,1,btw_$151-$225
1,1,South Boston,42.33534049,-71.03599035,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,4,50,3,0,0,,strict,165,1,btw_$151-$225
